index	table_id	annotator_id	premise	hypothesis	label
412	T61	GW4	    In the box office, Hostiles made $35.5 million.   The release date of Hostiles are September 2, 2017  ( 2017-09-02 )  (Telluride), December 22, 2017  ( 2017-12-22 )  (United States).  The running time of Hostiles is 133 minutes.  The budget of Hostiles is $39 - 50 million.    	The film Hostiles made $50 million in the box office.	0
413	T62	GW3	    The family of Kate Mara is Rooney, Mara.   Kate Mara was born as Kate Rooney Mara    ( 1983-02-27 )  February 27, 1983  (age 35)   Bedford, New York, U.S..  The residence of Kate Mara is Los Angeles, California, U.S..  The spouse(s) of Kate Mara is Jamie Bell ( m.  2017).    	Kate Mara lives in California.	2
414	T62	GW3	    The family of Kate Mara is Rooney, Mara.   Kate Mara is a person.  The spouse(s) of Kate Mara is Jamie Bell ( m.  2017).  The relatives of Kate Mara is Rooney Mara (sister).    	Kate Mara does not have children.	1
415	T62	GW3	    The family of Kate Mara is Rooney, Mara.   Kate Mara was born as Kate Rooney Mara    ( 1983-02-27 )  February 27, 1983  (age 35)   Bedford, New York, U.S..  The residence of Kate Mara is Los Angeles, California, U.S..  The spouse(s) of Kate Mara is Jamie Bell ( m.  2017).    	Kate Mara lives in Los Angeles.	0
416	T62	GW1	    Kate Mara was born as Kate Rooney Mara    ( 1983-02-27 )  February 27, 1983  (age 35)   Bedford, New York, U.S..  The occupation of Kate Mara is Actress, fashion model.  The years active of Kate Mara was on 1997 - present.  The spouse(s) of Kate Mara is Jamie Bell ( m.  2017).    	Kate Mara was born in the Fall of 1983.	2
417	T62	GW1	    Kate Mara is a person.  Kate Mara was born as Kate Rooney Mara    ( 1983-02-27 )  February 27, 1983  (age 35)   Bedford, New York, U.S..  The residence of Kate Mara is Los Angeles, California, U.S..  The relatives of Kate Mara is Rooney Mara (sister).    	Kate Mara has always lived near one of the coasts.	1
418	T62	GW1	    The family of Kate Mara is Rooney, Mara.   Kate Mara was born as Kate Rooney Mara    ( 1983-02-27 )  February 27, 1983  (age 35)   Bedford, New York, U.S..  The years active of Kate Mara was on 1997 - present.  The spouse(s) of Kate Mara is Jamie Bell ( m.  2017).    	Kate Mara has been active in her career for less than 20 years.	0
419	T62	GW15	    The family of Kate Mara is Rooney, Mara.   Kate Mara was born as Kate Rooney Mara    ( 1983-02-27 )  February 27, 1983  (age 35)   Bedford, New York, U.S..  The other names of Kate Mara is Katherine Rooney Mara.  The relatives of Kate Mara is Rooney Mara (sister).    	Kate Rooney Mara was born in Bedford, New York.	2
420	T62	GW15	    The family of Kate Mara is Rooney, Mara.   Kate Mara was born as Kate Rooney Mara    ( 1983-02-27 )  February 27, 1983  (age 35)   Bedford, New York, U.S..  The other names of Kate Mara is Katherine Rooney Mara.  The relatives of Kate Mara is Rooney Mara (sister).    	Kate Rooney Mara spent her childhood in Bedford, New York.	1
421	T62	GW15	    The family of Kate Mara is Rooney, Mara.   Kate Mara was born as Kate Rooney Mara    ( 1983-02-27 )  February 27, 1983  (age 35)   Bedford, New York, U.S..  The other names of Kate Mara is Katherine Rooney Mara.  The relatives of Kate Mara is Rooney Mara (sister).    	Kate Rooney Mara currently resides in  Bedford, New York.	0
422	T66	GW5	    The birth name of Ja Rule is Jeffrey Bruce Atkins.  Ja Rule was born on ( 1976-02-29 )  February 29, 1976  (age 42)  Queens, New York, U.S..  The origin of Ja Rule is Hollis, Queens, New York, U.S..  The associated acts of Ja Rule are 7 Aurelius, Ashanti, Benzino, Black Child, Cadillac Tah, Cash Money Click, Charli Baltimore, DMX, Fat Joe, Hussein Fatal, Irv Gotti, Jay-Z, Jennifer Lopez, Lil' Mo, Lloyd, Vita.     	Jeffrey Bruce Atkins was born in the 20th century.	2
423	T66	GW5	    The birth name of Ja Rule is Jeffrey Bruce Atkins.  Ja Rule was born on ( 1976-02-29 )  February 29, 1976  (age 42)  Queens, New York, U.S..  The origin of Ja Rule is Hollis, Queens, New York, U.S..  The associated acts of Ja Rule are 7 Aurelius, Ashanti, Benzino, Black Child, Cadillac Tah, Cash Money Click, Charli Baltimore, DMX, Fat Joe, Hussein Fatal, Irv Gotti, Jay-Z, Jennifer Lopez, Lil' Mo, Lloyd, Vita.     	Jeffrey Bruce Atkins toured with Jennifer Lopez.	1
424	T66	GW5	    The labels of Ja Rule are M-PIRE, Fontana (2007-present), Def Jam (1997-2004), Murder Inc. (1997-2009, 2010-2013).  The birth name of Ja Rule is Jeffrey Bruce Atkins.  The origin of Ja Rule is Hollis, Queens, New York, U.S..  The associated acts of Ja Rule are 7 Aurelius, Ashanti, Benzino, Black Child, Cadillac Tah, Cash Money Click, Charli Baltimore, DMX, Fat Joe, Hussein Fatal, Irv Gotti, Jay-Z, Jennifer Lopez, Lil' Mo, Lloyd, Vita.     	Jeffrey Bruce Atkins was signed to Def Jam after leaving Fontana.	0
425	T66	GW6	    The labels of Ja Rule are M-PIRE, Fontana (2007-present), Def Jam (1997-2004), Murder Inc. (1997-2009, 2010-2013).  The associated acts of Ja Rule are 7 Aurelius, Ashanti, Benzino, Black Child, Cadillac Tah, Cash Money Click, Charli Baltimore, DMX, Fat Joe, Hussein Fatal, Irv Gotti, Jay-Z, Jennifer Lopez, Lil' Mo, Lloyd, Vita.   Ja Rule was born on ( 1976-02-29 )  February 29, 1976  (age 42)  Queens, New York, U.S..  The years active of Ja Rule was on 1993 - present.    	Ja Rule has been active in his career since he was 17.	2
426	T66	GW6	    The associated acts of Ja Rule are 7 Aurelius, Ashanti, Benzino, Black Child, Cadillac Tah, Cash Money Click, Charli Baltimore, DMX, Fat Joe, Hussein Fatal, Irv Gotti, Jay-Z, Jennifer Lopez, Lil' Mo, Lloyd, Vita.   Ja Rule was born on ( 1976-02-29 )  February 29, 1976  (age 42)  Queens, New York, U.S..  The origin of Ja Rule is Hollis, Queens, New York, U.S..  The birth name of Ja Rule is Jeffrey Bruce Atkins.    	Ja Rule has performed with Jennifer Lopez.	1
427	T66	GW6	    The labels of Ja Rule are M-PIRE, Fontana (2007-present), Def Jam (1997-2004), Murder Inc. (1997-2009, 2010-2013).  The associated acts of Ja Rule are 7 Aurelius, Ashanti, Benzino, Black Child, Cadillac Tah, Cash Money Click, Charli Baltimore, DMX, Fat Joe, Hussein Fatal, Irv Gotti, Jay-Z, Jennifer Lopez, Lil' Mo, Lloyd, Vita.   Ja Rule was born on ( 1976-02-29 )  February 29, 1976  (age 42)  Queens, New York, U.S..  The genres of Ja Rule are Hip hop, East Coast hip hop, gangsta rap, hardcore hip hop, pop-rap.    	Ja Rule was born in the western US.	0
428	T66	GW1	    The labels of Ja Rule are M-PIRE, Fontana (2007-present), Def Jam (1997-2004), Murder Inc. (1997-2009, 2010-2013).  The associated acts of Ja Rule are 7 Aurelius, Ashanti, Benzino, Black Child, Cadillac Tah, Cash Money Click, Charli Baltimore, DMX, Fat Joe, Hussein Fatal, Irv Gotti, Jay-Z, Jennifer Lopez, Lil' Mo, Lloyd, Vita.   Ja Rule was born on ( 1976-02-29 )  February 29, 1976  (age 42)  Queens, New York, U.S..  The years active of Ja Rule was on 1993 - present.    	Ja Rule has been active in music for over 25 years.	2
429	T66	GW1	    The associated acts of Ja Rule are 7 Aurelius, Ashanti, Benzino, Black Child, Cadillac Tah, Cash Money Click, Charli Baltimore, DMX, Fat Joe, Hussein Fatal, Irv Gotti, Jay-Z, Jennifer Lopez, Lil' Mo, Lloyd, Vita.   Ja Rule was also known as Jah.  The origin of Ja Rule is Hollis, Queens, New York, U.S..  The birth name of Ja Rule is Jeffrey Bruce Atkins.    	Ja Rule preferred working with Fat Joe over DMX.	1
430	T66	GW1	    The labels of Ja Rule are M-PIRE, Fontana (2007-present), Def Jam (1997-2004), Murder Inc. (1997-2009, 2010-2013).  The associated acts of Ja Rule are 7 Aurelius, Ashanti, Benzino, Black Child, Cadillac Tah, Cash Money Click, Charli Baltimore, DMX, Fat Joe, Hussein Fatal, Irv Gotti, Jay-Z, Jennifer Lopez, Lil' Mo, Lloyd, Vita.   Ja Rule was born on ( 1976-02-29 )  February 29, 1976  (age 42)  Queens, New York, U.S..  The years active of Ja Rule was on 1993 - present.    	Ja Rule was born in the Summer of 1976.	0
431	T2021	GW9	    Horrie is a animal.  The species of Horrie is Dog.  The breed of Horrie is Terrier.  The sex of Horrie is Male.    	Horrie was a small, male canine.	2
432	T2021	GW9	    The employer of Horrie is Australian Army.  The owner of Horrie is Jim Moody.   Horrie was born on 1941 Ikingi Maryut, Egypt.  The occupation of Horrie is Unofficial mascot of the 2/1st Machine Gun Battalion..    	Horrie's owner enlisted in the 2/1st Machin Gun Battalion of Australia.	1
433	T2021	GW9	    The years active of Horrie was on 1941 - 1942.  The died of Horrie is Unknown Reason Corryong, Victoria.  The nation from of Horrie is Egypt.  The occupation of Horrie is Unofficial mascot of the 2/1st Machine Gun Battalion..    	Horrie had an active career as a mascot for about five years.	0
434	T2021	GW1	    The years active of Horrie was on 1941 - 1942.  Horrie was born on 1941 Ikingi Maryut, Egypt.  The died of Horrie is Unknown Reason Corryong, Victoria.  The occupation of Horrie is Unofficial mascot of the 2/1st Machine Gun Battalion..    	Horrie was born in the 2nd quarter century of the 20th century.	2
435	T2021	GW1	    The employer of Horrie is Australian Army.  The years active of Horrie was on 1941 - 1942.  The died of Horrie is Unknown Reason Corryong, Victoria.  The occupation of Horrie is Unofficial mascot of the 2/1st Machine Gun Battalion..    	Horrie retired from service because he was injured.	1
436	T2021	GW1	    The employer of Horrie is Australian Army.  The years active of Horrie was on 1941 - 1942.  The died of Horrie is Unknown Reason Corryong, Victoria.  The occupation of Horrie is Unofficial mascot of the 2/1st Machine Gun Battalion..    	Horrie was active in the military for three years.	0
437	T2021	GW7	    The years active of Horrie was on 1941 - 1942.  Horrie was born on 1941 Ikingi Maryut, Egypt.  The died of Horrie is Unknown Reason Corryong, Victoria.  The occupation of Horrie is Unofficial mascot of the 2/1st Machine Gun Battalion..    	He was active for a year	2
438	T2021	GW7	    Horrie is a animal.  The species of Horrie is Dog.  The breed of Horrie is Terrier.  The occupation of Horrie is Unofficial mascot of the 2/1st Machine Gun Battalion..    	He had puppies	1
439	T2021	GW7	    The employer of Horrie is Australian Army.  The years active of Horrie was on 1941 - 1942.  The died of Horrie is Unknown Reason Corryong, Victoria.  The occupation of Horrie is Unofficial mascot of the 2/1st Machine Gun Battalion..    	He was never employed	0
440	T2021	GW4	    The species of Horrie is Dog.  The breed of Horrie is Terrier.  Horrie was born on 1941 Ikingi Maryut, Egypt.  The died of Horrie is Unknown Reason Corryong, Victoria.    	Horrie the dog was originally born in Africa.	2
441	T2021	GW4	    The employer of Horrie is Australian Army.  The years active of Horrie was on 1941 - 1942.  The species of Horrie is Dog.  The occupation of Horrie is Unofficial mascot of the 2/1st Machine Gun Battalion..    	Horrie the dog was active in the military.	1
442	T2021	GW4	    Horrie is a animal.  The species of Horrie is Dog.  The breed of Horrie is Terrier.  The occupation of Horrie is Unofficial mascot of the 2/1st Machine Gun Battalion..    	The dog Horrie was the mascot for an air force.	0
443	T69	GW2	    Flying Microtonal Banana was released on February 24, 2017  ( 2017-02-24 ).  Flying Microtonal Banana was recorded on April - September 2016.  The studio of Flying Microtonal Banana is Flightless HQ.  The length of Flying Microtonal Banana is 41 : 53.    	Flying Microtonal Banana was under 45 minutes in length.	2
444	T69	GW2	    Flying Microtonal Banana was released on February 24, 2017  ( 2017-02-24 ).  Flying Microtonal Banana was recorded on April - September 2016.  The genre of Flying Microtonal Banana are Psychedelic rock, acid rock, progressive rock, experimental rock, world music.  The length of Flying Microtonal Banana is 41 : 53.    	Flying Microtonal Banana has exactly 6 tracks.	1
445	T69	GW2	    Flying Microtonal Banana is a album.  The studio of Flying Microtonal Banana is Flightless HQ.  The genre of Flying Microtonal Banana are Psychedelic rock, acid rock, progressive rock, experimental rock, world music.  The label of Flying Microtonal Banana are Flightless, ATO, Heavenly.     	Flying Microtonal Banana is an album of classical music.	0
446	T69	GW3	    Flying Microtonal Banana was released on February 24, 2017  ( 2017-02-24 ).  Flying Microtonal Banana was recorded on April - September 2016.  The studio of Flying Microtonal Banana is Flightless HQ.  The length of Flying Microtonal Banana is 41 : 53.    	Flying Microtonal Banana was released on February 24, 2017	2
447	T69	GW3	    Flying Microtonal Banana is a album.  Flying Microtonal Banana was recorded on April - September 2016.  The studio of Flying Microtonal Banana is Flightless HQ.  The genre of Flying Microtonal Banana are Psychedelic rock, acid rock, progressive rock, experimental rock, world music.    	Flying Microtonal Banana has multiple performing artist	1
448	T69	GW3	    Flying Microtonal Banana was released on February 24, 2017  ( 2017-02-24 ).  Flying Microtonal Banana was recorded on April - September 2016.  The studio of Flying Microtonal Banana is Flightless HQ.  The length of Flying Microtonal Banana is 41 : 53.    	Flying Microtonal Banana is 1 hour long	0
449	T69	GW14	    Flying Microtonal Banana is a album.  Flying Microtonal Banana was released on February 24, 2017  ( 2017-02-24 ).  Flying Microtonal Banana was recorded on April - September 2016.  The label of Flying Microtonal Banana are Flightless, ATO, Heavenly.     	It took less than a year to record the album.	2
450	T69	GW14	    Flying Microtonal Banana is a album.  The studio of Flying Microtonal Banana is Flightless HQ.  The genre of Flying Microtonal Banana are Psychedelic rock, acid rock, progressive rock, experimental rock, world music.  The label of Flying Microtonal Banana are Flightless, ATO, Heavenly.     	A fan of world music who is also a fan of experimental rock might like the album.	1
451	T69	GW14	    Flying Microtonal Banana is a album.  Flying Microtonal Banana was released on February 24, 2017  ( 2017-02-24 ).  The genre of Flying Microtonal Banana are Psychedelic rock, acid rock, progressive rock, experimental rock, world music.  The length of Flying Microtonal Banana is 41 : 53.    	It will take you the entirety of a 2 hour drive to listen to the whole album.	0
452	T70	GW1	    February 2009 Great Britain and Ireland snowfall was type on Winter storm.  The maximum snowfall or ice accretion of February 2009 Great Britain and Ireland snowfall is 55 centimetres (22.0 inches) in Okehampton, Devon.  The damage of February 2009 Great Britain and Ireland snowfall is 1.3 billion Euros (US$2.1 billion).  The fatalities of February 2009 Great Britain and Ireland snowfall is At least 4.    	It snowed just under 2 feet in places in the February 2009 storm that hit Great Britain and Ireland.	2
453	T70	GW1	    February 2009 Great Britain and Ireland snowfall was type on Winter storm.  The areas affected of February 2009 Great Britain and Ireland snowfall is British Isles and parts of Western Europe.   The damage of February 2009 Great Britain and Ireland snowfall is 1.3 billion Euros (US$2.1 billion).  The fatalities of February 2009 Great Britain and Ireland snowfall is At least 4.    	The 2009 storm that hit Great Britain and Ireland was the worst of the decade for that region.	1
454	T70	GW1	    February 2009 Great Britain and Ireland snowfall was dissipated on 13 February 2009.  The maximum snowfall or ice accretion of February 2009 Great Britain and Ireland snowfall is 55 centimetres (22.0 inches) in Okehampton, Devon.  The damage of February 2009 Great Britain and Ireland snowfall is 1.3 billion Euros (US$2.1 billion).  The fatalities of February 2009 Great Britain and Ireland snowfall is At least 4.    	Over 1.5 billion dollars of damage was caused by the 2009 storm that hit Great Britain and Ireland.	0
455	T70	GW9	    The areas affected of February 2009 Great Britain and Ireland snowfall is British Isles and parts of Western Europe.   February 2009 Great Britain and Ireland snowfall was type on Winter storm.  The lowest temperature of February 2009 Great Britain and Ireland snowfall is  -18.4 C (-1.1 F) in Aviemore, Scotland.  The maximum snowfall or ice accretion of February 2009 Great Britain and Ireland snowfall is 55 centimetres (22.0 inches) in Okehampton, Devon.    	A mid-winter storm hit the British Isles and Western Europe in 2009.	2
456	T70	GW9	    February 2009 Great Britain and Ireland snowfall was type on Winter storm.  The areas affected of February 2009 Great Britain and Ireland snowfall is British Isles and parts of Western Europe.   The lowest temperature of February 2009 Great Britain and Ireland snowfall is  -18.4 C (-1.1 F) in Aviemore, Scotland.  The maximum snowfall or ice accretion of February 2009 Great Britain and Ireland snowfall is 55 centimetres (22.0 inches) in Okehampton, Devon.    	The February 2009 storm struck Scotland with the most snow in total.	1
457	T70	GW9	    February 2009 Great Britain and Ireland snowfall was type on Winter storm.  The areas affected of February 2009 Great Britain and Ireland snowfall is British Isles and parts of Western Europe.   The lowest temperature of February 2009 Great Britain and Ireland snowfall is  -18.4 C (-1.1 F) in Aviemore, Scotland.  The maximum snowfall or ice accretion of February 2009 Great Britain and Ireland snowfall is 55 centimetres (22.0 inches) in Okehampton, Devon.    	During the mid-winter storm of 2009, Dublin saw the greatest snow accumulations.	0
458	T70	GW4	    The lowest temperature of February 2009 Great Britain and Ireland snowfall is  -18.4 C (-1.1 F) in Aviemore, Scotland.  The maximum snowfall or ice accretion of February 2009 Great Britain and Ireland snowfall is 55 centimetres (22.0 inches) in Okehampton, Devon.  The damage of February 2009 Great Britain and Ireland snowfall is 1.3 billion Euros (US$2.1 billion).  The fatalities of February 2009 Great Britain and Ireland snowfall is At least 4.    	The February 2009 Great Britain and Ireland snowfall wound up being just shy of two feet tall.	2
459	T70	GW4	    The areas affected of February 2009 Great Britain and Ireland snowfall is British Isles and parts of Western Europe.   February 2009 Great Britain and Ireland snowfall was type on Winter storm.  The damage of February 2009 Great Britain and Ireland snowfall is 1.3 billion Euros (US$2.1 billion).  The fatalities of February 2009 Great Britain and Ireland snowfall is At least 4.    	The February 2009 Great Britain and Ireland snowfall wound up killing more than one person.	1
460	T70	GW4	    The lowest temperature of February 2009 Great Britain and Ireland snowfall is  -18.4 C (-1.1 F) in Aviemore, Scotland.  The maximum snowfall or ice accretion of February 2009 Great Britain and Ireland snowfall is 55 centimetres (22.0 inches) in Okehampton, Devon.  The damage of February 2009 Great Britain and Ireland snowfall is 1.3 billion Euros (US$2.1 billion).  The fatalities of February 2009 Great Britain and Ireland snowfall is At least 4.    	The February 2009 Great Britain and Ireland snowfall cost more than 5 billion pounds.	0
461	T245	GW1	    The spouse of Chris Hardwick is Lydia Hearst ( m.   2016 ).  Chris Hardwick was born on November 23, 1971 ( 1971-11-23 )   (age 47)  Louisville, Kentucky, U.S..  The years active of Chris Hardwick was on 1991 - present.  The subject(s) of Chris Hardwick are Human behavior , pop culture , current events , politics.    	Chris Hardwick has been active in his career for over 25 years.	2
462	T245	GW1	    Chris Hardwick is a musician.  The medium of Chris Hardwick are Stand-up , podcast , television , film.  The genres of Chris Hardwick are Observational comedy , blue comedy , sarcasm , musical comedy , self-deprecation , satire.  The subject(s) of Chris Hardwick are Human behavior , pop culture , current events , politics.    	Chris Hardwick prefers talking about politics over pop culture.	1
463	T245	GW1	    Chris Hardwick is a musician.  The birth name of Chris Hardwick is Christopher Ryan Hardwick.  Chris Hardwick was born on November 23, 1971 ( 1971-11-23 )   (age 47)  Louisville, Kentucky, U.S..  The parent(s) of Chris Hardwick are Billy Hardwick , Sharon Hills.     	Chris Hardwick was born in the Northwest.	0
464	T245	GW0	    The spouse of Chris Hardwick is Lydia Hearst ( m.   2016 ).  Chris Hardwick was born on November 23, 1971 ( 1971-11-23 )   (age 47)  Louisville, Kentucky, U.S..  The years active of Chris Hardwick was on 1991 - present.  The subject(s) of Chris Hardwick are Human behavior , pop culture , current events , politics.    	Chris Hardwick is over 40 years old.	2
465	T245	GW0	    The medium of Chris Hardwick are Stand-up , podcast , television , film.  The years active of Chris Hardwick was on 1991 - present.  The genres of Chris Hardwick are Observational comedy , blue comedy , sarcasm , musical comedy , self-deprecation , satire.  The subject(s) of Chris Hardwick are Human behavior , pop culture , current events , politics.    	Chris Hardwick is best known for his television work.	1
466	T245	GW0	    The spouse of Chris Hardwick is Lydia Hearst ( m.   2016 ).  The birth name of Chris Hardwick is Christopher Ryan Hardwick.  Chris Hardwick was born on November 23, 1971 ( 1971-11-23 )   (age 47)  Louisville, Kentucky, U.S..  The parent(s) of Chris Hardwick are Billy Hardwick , Sharon Hills.     	Lydia Hearst is Chris Hardwick's mother.	0
467	T245	GW4	    Chris Hardwick was born on November 23, 1971 ( 1971-11-23 )   (age 47)  Louisville, Kentucky, U.S..  The medium of Chris Hardwick are Stand-up , podcast , television , film.  The years active of Chris Hardwick was on 1991 - present.  The subject(s) of Chris Hardwick are Human behavior , pop culture , current events , politics.    	Chris Hardwick started working in the early 1990s.	2
468	T245	GW4	    The birth name of Chris Hardwick is Christopher Ryan Hardwick.  The medium of Chris Hardwick are Stand-up , podcast , television , film.  The years active of Chris Hardwick was on 1991 - present.  The genres of Chris Hardwick are Observational comedy , blue comedy , sarcasm , musical comedy , self-deprecation , satire.    	Chris Hardwick is known for having a very large podcast.	1
469	T245	GW4	    The spouse of Chris Hardwick is Lydia Hearst ( m.   2016 ).  The birth name of Chris Hardwick is Christopher Ryan Hardwick.  Chris Hardwick was born on November 23, 1971 ( 1971-11-23 )   (age 47)  Louisville, Kentucky, U.S..  The years active of Chris Hardwick was on 1991 - present.    	Chris Hardwick got married in 2002 to their wife.	0
470	T245	GW16	    The spouse of Chris Hardwick is Lydia Hearst ( m.   2016 ).  The birth name of Chris Hardwick is Christopher Ryan Hardwick.  Chris Hardwick was born on November 23, 1971 ( 1971-11-23 )   (age 47)  Louisville, Kentucky, U.S..  The years active of Chris Hardwick was on 1991 - present.    	Christopher Ryan Hardwick is forth seven years old and  if the date of birth is 1971 it is correct.	2
471	T245	GW16	    The spouse of Chris Hardwick is Lydia Hearst ( m.   2016 ).  The birth name of Chris Hardwick is Christopher Ryan Hardwick.  Chris Hardwick was born on November 23, 1971 ( 1971-11-23 )   (age 47)  Louisville, Kentucky, U.S..  The alma mater of Chris Hardwick is University of California, Los Angeles.    	It  may be  possible that  Christopher married  toto Lyd Hearst .	1
472	T245	GW16	    The birth name of Chris Hardwick is Christopher Ryan Hardwick.  The years active of Chris Hardwick was on 1991 - present.  The parent(s) of Chris Hardwick are Billy Hardwick , Sharon Hills.   The subject(s) of Chris Hardwick are Human behavior , pop culture , current events , politics.    	To say false Christopher is not active still one should verify it	0
473	T1747	GW1	    I See You was released on 13 January 2017  ( 2017-01-13 ).  I See You was recorded on March 2014 - August 2016.  The studio of I See You are Park Avenue Armory and XL, New York, Marfa Recording Company, Marfa, Greenhouse, Reykjavik, Perfect Sound, Los Angeles, The Church, The Pool, The Square, Fortress and RAK, London.  The label of I See You is Young Turks.    	I See You took over two years to record.	2
474	T1747	GW1	    I See You was recorded on March 2014 - August 2016.  The studio of I See You are Park Avenue Armory and XL, New York, Marfa Recording Company, Marfa, Greenhouse, Reykjavik, Perfect Sound, Los Angeles, The Church, The Pool, The Square, Fortress and RAK, London.  The genre of I See You are Indie rock, dream pop, alternative dance.  The label of I See You is Young Turks.    	I See You took so long to record because of all the different studios used.	1
475	T1747	GW1	    I See You was released on 13 January 2017  ( 2017-01-13 ).  I See You was recorded on March 2014 - August 2016.  The studio of I See You are Park Avenue Armory and XL, New York, Marfa Recording Company, Marfa, Greenhouse, Reykjavik, Perfect Sound, Los Angeles, The Church, The Pool, The Square, Fortress and RAK, London.  The length of I See You is 39 : 15.    	I See You was released in the Summer of 2017.	0
476	T1747	GW4	    I See You is a album.  I See You was released on 13 January 2017  ( 2017-01-13 ).  I See You was recorded on March 2014 - August 2016.  The studio of I See You are Park Avenue Armory and XL, New York, Marfa Recording Company, Marfa, Greenhouse, Reykjavik, Perfect Sound, Los Angeles, The Church, The Pool, The Square, Fortress and RAK, London.    	I See You is an album that came out in the winter of 2017.	2
477	T1747	GW4	    I See You is a album.  I See You was released on 13 January 2017  ( 2017-01-13 ).  The studio of I See You are Park Avenue Armory and XL, New York, Marfa Recording Company, Marfa, Greenhouse, Reykjavik, Perfect Sound, Los Angeles, The Church, The Pool, The Square, Fortress and RAK, London.  The label of I See You is Young Turks.    	The album I See You was published by Young Turks.	1
478	T1747	GW4	    I See You is a album.  I See You was released on 13 January 2017  ( 2017-01-13 ).  The studio of I See You are Park Avenue Armory and XL, New York, Marfa Recording Company, Marfa, Greenhouse, Reykjavik, Perfect Sound, Los Angeles, The Church, The Pool, The Square, Fortress and RAK, London.  The length of I See You is 39 : 15.    	The album I See You was over an hour long.	0
479	T1747	GW17	    I See You is a album.  I See You was released on 13 January 2017  ( 2017-01-13 ).  I See You was recorded on March 2014 - August 2016.  The length of I See You is 39 : 15.    	I See You was released in 2017.	2
480	T1747	GW17	    I See You was recorded on March 2014 - August 2016.  The studio of I See You are Park Avenue Armory and XL, New York, Marfa Recording Company, Marfa, Greenhouse, Reykjavik, Perfect Sound, Los Angeles, The Church, The Pool, The Square, Fortress and RAK, London.  The genre of I See You are Indie rock, dream pop, alternative dance.  The producer of I See You are Jamie Smith, Rodaidh McDonald.     	I See You won numerous awards.	1
481	T1747	GW17	    I See You was released on 13 January 2017  ( 2017-01-13 ).  I See You was recorded on March 2014 - August 2016.  The studio of I See You are Park Avenue Armory and XL, New York, Marfa Recording Company, Marfa, Greenhouse, Reykjavik, Perfect Sound, Los Angeles, The Church, The Pool, The Square, Fortress and RAK, London.  The producer of I See You are Jamie Smith, Rodaidh McDonald.     	I See You was released before Donald Trumps Presidency started.	0
482	T453	GW3	    Chiswick Bitter is a food&drink.  The type of Chiswick Bitter is Beer.  The manufacturer of Chiswick Bitter is Fuller's Brewery.  The alcohol by volume of Chiswick Bitter is 3.5%.    	Chiswick Bitter is a type of Beer.	2
483	T453	GW3	    The related products of Chiswick Bitter is ESB, London Pride, Honey Dew.  The website of Chiswick Bitter is http://fullers.co.uk/rte.asp?id=58.   The country of origin of Chiswick Bitter is UK.  Chiswick Bitter was introduced on 1930s.    	Chiswick Bitter originated in London.	1
484	T453	GW3	    Chiswick Bitter is a food&drink.  The website of Chiswick Bitter is http://fullers.co.uk/rte.asp?id=58.   The alcohol by volume of Chiswick Bitter is 3.5%.  The type of Chiswick Bitter is Beer.    	Chiswick Bitter has 8% Alcohol by volume.	0
485	T453	GW0	    Chiswick Bitter is a food&drink.  The website of Chiswick Bitter is http://fullers.co.uk/rte.asp?id=58.   The alcohol by volume of Chiswick Bitter is 3.5%.  The type of Chiswick Bitter is Beer.    	Chiswick Bitter has an alcohol content over two percent.	2
486	T453	GW0	    The related products of Chiswick Bitter is ESB, London Pride, Honey Dew.  The website of Chiswick Bitter is http://fullers.co.uk/rte.asp?id=58.   The country of origin of Chiswick Bitter is UK.  Chiswick Bitter was introduced on 1930s.    	Chiswick Bitter is made in England.	1
487	T453	GW0	    The website of Chiswick Bitter is http://fullers.co.uk/rte.asp?id=58.   The country of origin of Chiswick Bitter is UK.  The alcohol by volume of Chiswick Bitter is 3.5%.  The flavour of Chiswick Bitter is Hoppy, floral and citrus notes with a biscuity finish..    	Chiswick Bitter has been around for over one hundred years.	0
488	T453	GW1	    The website of Chiswick Bitter is http://fullers.co.uk/rte.asp?id=58.   Chiswick Bitter was introduced on 1930s.  The alcohol by volume of Chiswick Bitter is 3.5%.  The flavour of Chiswick Bitter is Hoppy, floral and citrus notes with a biscuity finish..    	Chiswick Bitter was first made in the first half of the 20th century.	2
489	T453	GW1	    The related products of Chiswick Bitter is ESB, London Pride, Honey Dew.  The website of Chiswick Bitter is http://fullers.co.uk/rte.asp?id=58.   The manufacturer of Chiswick Bitter is Fuller's Brewery.  The country of origin of Chiswick Bitter is UK.    	Chiswick Bitter is available outside of the UK.	1
490	T453	GW1	    The type of Chiswick Bitter is Beer.  The manufacturer of Chiswick Bitter is Fuller's Brewery.  The alcohol by volume of Chiswick Bitter is 3.5%.  The flavour of Chiswick Bitter is Hoppy, floral and citrus notes with a biscuity finish..    	Chiswick Bitter has a very high ABV compared to other beers.	0
491	T77	GW1	    The years active of Jeon So-mi is 2015-present.  The associated acts of Jeon So-mi are I.O.I, Unnies, Girls Next Door, JYP Nation.   The birth name of Jeon So-mi is Ennik Somi Douma.  Jeon So-mi was born on (2001-03-09) March 9, 2001 (age 17) , Ontario, Canada.    	Jeon So-mi was born early in the 21st century.	2
